source,lemma,display,unit,pos,level,topic,zh,forms,example,translation,exampleSources,levelBasis,status,reviewFields,reviewSource,reviewSourceUrl,reviewedOn
"NTNU LearnNoW / NoW 初级课程候选","norsk","norsk","单词","形容词","A1","工作与学习","挪威的；挪威语的；挪威人的（按所修饰对象理解）","norsk · norsk · norske","Jeg lærte et nytt norsk ord på kurset. / De bor i et norsk hus.","我在课程上学了一个新的挪威语单词。 / 他们住在一栋挪威式的房子里。","","语言与国籍基础形容词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/norsk","2026-09-24"
"app.js · 核心名词; NTNU LearnNoW / NoW 初级课程词汇候选","jobb","en jobb","单词","名词","A1","工作与学习 / 日常基础","工作；职位；一项工作/任务（依语境）","en jobb · jobben · jobber · jobbene","Hun søker jobb på et sykehus. / Jeg er på jobben til klokka fire. / Jeg går på jobb om morgenen.","她在申请医院的工作。 / 我在工作单位待到四点。 / 我早上去上班。","","工作主题常用词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/jobb","2026-09-24"
"app.js · 核心动词; NTNU LearnNoW / NoW 初级课程词汇候选","slutte","å slutte","单词","动词","A1","工作与学习 / 时间与日常","停止；结束；辞职/退学；戒掉（依宾语和搭配）","slutte · slutter · sluttet · sluttet","Møtet slutter klokka tre. / Han sluttet å jobbe der i fjor. / Jeg slutter klokka fire.","会议三点结束。 / 他去年辞去了那里的工作。","","工作与日常安排词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/slutte","2026-09-24"
"app.js · 核心动词; NTNU LearnNoW / NoW 初级课程词汇候选; Tema: fremtid · 课本专题","jobbe","å jobbe","单词","动词","A1","工作与学习 / 时间与日常 / 未来计划与目标","工作；干活；努力处理某事（依语境）","jobbe · jobber · jobbet · jobbet","Jeg jobber på et sykehus. / Hun jobbet hele dagen i går. / Jeg jobber i Oslo. / Jeg skal jobbe mindre neste år.","我在一家医院工作。 / 她昨天工作了一整天。 / 我明年会少工作一些。","","入门工作主题词；项目暂标 A1，待交叉复核","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/jobbe","2026-09-24"
"app.js · 核心动词; NTNU LearnNoW / NoW 初级课程词汇候选; Tema: fremtid · 课本专题","lære","å lære","单词","动词","A1","工作与学习 / 时间与日常 / 未来计划与目标","学习；学会；教（由句型区分）","lære · lærer · lærte · lært","Jeg lærer norsk på tirsdager. / Han lærte barna å svømme. / Jeg lærer norsk. / Jeg vil lære et nytt språk.","我星期二学挪威语。 / 他教孩子们游泳。 / 我想学一门新语言。","","学习主题核心词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/l%C3%A6re","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","dit","dit","单词","副词","A1","公共交通与方向","到那里；往那个地方（表示朝向远处的目的地）","dit","Hvordan kommer jeg dit fra stasjonen? / Jeg var der i går, men skal dit igjen i morgen.","我从车站怎么去那里？ / 我昨天在那里，明天还要再去。","","基础方向副词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/dit","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","fram","fram","单词","副词","A1","公共交通与方向","向前；往前；向前推进/取得进展（依搭配）","fram","Gå litt fram, så ser du skiltet. / Jeg finner fram billettene.","往前走一点，你就能看到标志。 / 我把车票找出来。","","基础方向副词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/fram","2026-09-24"
"vocab-v2-library.js · V2 词条","holdeplass","en holdeplass","单词","名词","A1","公共交通与方向","公交/电车停靠站；出租车候客点","en holdeplass · holdeplassen · holdeplasser · holdeplassene","Bussen stopper ved holdeplassen. / Vi går til bussholdeplassen.","公交车在公交站停靠。 / 我们走去公交站。","","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/holdeplass","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","inn","inn","单词","副词","A1","公共交通与方向","进入；向里面；往里（表示朝内移动）","inn","Kom inn, døra er åpen. / Vi flytter inn i den nye leiligheten i juni.","进来吧，门开着。 / 我们六月份搬进新公寓。","","基础方向副词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/inn","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","kryss","et kryss","单词","名词","A1","公共交通与方向","交叉处；路口；叉号/勾选标记（看语境）","et kryss · krysset · kryss · kryssene","Ta til høyre i neste kryss. / Sett et kryss ved riktig svar.","在下一个路口右转。 / 在正确答案旁打一个叉号作标记。","","城市道路与方向基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kryss","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","lyskryss","et lyskryss","单词","名词","A1","公共交通与方向","信号灯路口；设有交通信号灯的交叉路口","et lyskryss · lyskrysset · lyskryss · lyskryssene","Gå over gata ved lyskrysset. / Det er kø gjennom lyskrysset.","在红绿灯路口过马路。 / 车流排队通过红绿灯路口。","","城市交通基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/lyskryss","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","passkontroll","en passkontroll","单词","名词","A1","公共交通与方向","护照查验；护照检查处/流程","en passkontroll · passkontrollen · passkontroller · passkontrollene","Vi må gå gjennom passkontrollen først. / Det er lang kø ved passkontrollen.","我们得先通过护照检查。 / 护照检查处排了很长的队。","","机场旅行主题基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/passkontroll","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","postkontor","et postkontor","单词","名词","A1","公共交通与方向","邮局；办理邮政业务的服务点","et postkontor · postkontoret · postkontorer · postkontorene","Jeg går på postkontoret for å sende en pakke. / Postkontoret stenger klokka fem.","我去邮局寄一个包裹。 / 邮局五点关门。","","邮寄与日常办事主题名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/postkontor","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","retning","en retning","单词","名词","A1","公共交通与方向","方向；发展走向/趋势；思想流派（依语境）","en retning · retningen · retninger · retningene","Gå i retning av sentrum. / Vi må snu og gå i motsatt retning.","朝市中心方向走。 / 我们得掉头，朝相反的方向走。","","问路与位置基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/retning","2026-09-24"
"vocab-v2-library.js · V2 词条","sentrum","et sentrum","单词","名词","A1","公共交通与方向","中心；（城镇的）市中心；活动/关注中心（依语境）","et sentrum · sentrumet · sentrum · sentrumene","Butikken ligger i sentrum. / Vi tar bussen til sentrum.","商店在市中心。 / 我们坐公交去市中心。","","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/51018","2026-09-24"
"vocab-v2-library.js · V2 词条","stasjon","en stasjon","单词","名词","A1","公共交通与方向","车站；站点；工作站/服务机构；广播电视台（依语境）","en stasjon · stasjonen · stasjoner · stasjonene","Vi møtes på stasjonen klokka seks. / Toget går fra spor fire på stasjonen.","我们六点在车站见。 / 火车从车站的四号站台出发。","","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/stasjon","2026-09-24"
"vocab-v2-library.js · V2 词条","til høyre","til høyre","短语","方向短语","A1","公共交通与方向","向右；在右侧（具体看动词和结构）","til høyre","Ta til høyre etter brua. / Bussholdeplassen ligger til høyre for skolen.","过桥后向右转。 / 公交站在学校右边。","","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/høyre","2026-09-24"
"vocab-v2-library.js · V2 词条","til venstre","til venstre","短语","方向短语","A1","公共交通与方向","向左；在左侧（具体看动词和结构）","til venstre","Ta til venstre ved butikken. / Apoteket ligger til venstre for banken.","到商店那里向左转。 / 药房在银行左边。","","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/venstre","2026-09-24"
"vocab-v2-library.js · V2 词条","vei","en vei","单词","名词","A1","公共交通与方向","路；道路；方法/途径（依语境）","en vei · veien · veier · veiene","Vi er på vei til legen. / Denne veien går til sentrum.","我们正在去医生那里的路上。 / 这条路通往市中心。","","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/vei","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","bestille","å bestille","单词","动词","A1","购物与服务","预订/订购；点餐；预约（依对象和场景）","bestille · bestiller · bestilte · bestilt","Vi bestiller to kaffe og en kake. / Jeg bestilte time hos legen.","我们点两杯咖啡和一块蛋糕。 / 我预约了医生。","","点餐、预约和购物基础动词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bestille","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选；Bokmålsordboka 词形核对","kilo","et kilo","单词","名词","A1","购物与数量","千克；公斤（质量单位；et kilo 表示一公斤）","et kilo · kiloet / kiloa · kilo · kiloene","Jeg kjøper et kilo epler. / Potetene koster tjue kroner kiloen.","我买一公斤苹果。 / 土豆每公斤二十克朗。","","购物和重量单位基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kilo","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","liter","en liter","单词","名词","A1","购物与数量","升（容量单位；一 liter 等于 1000 毫升）","en liter · literen · liter · literne","Jeg drikker nesten en liter vann om dagen. / Vi trenger to liter melk til oppskriften.","我每天喝将近一升水。 / 这个食谱需要两升牛奶。","","购物和容量单位基础名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/liter","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选","matbu","ei matbu","单词","名词","A1","购物与用餐","食品摊；售卖食物或简餐的小摊/小店","ei matbu · matbua · matbuer · matbuene","Vi kjøpte pølser i ei matbu på markedet. / Matbua selger kaffe og vafler.","我们在集市的一个食品摊买了热狗。 / 这个食品摊卖咖啡和华夫饼。","","集市与简便餐食场景名词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/matbu","2026-09-24"
"NTNU LearnNoW / NoW 初级课程候选; Tema: fremtid · 课本专题","med","med","单词","介词","A1","关系与工具介词 / 未来计划与目标","和/跟；带有/携带；用/乘坐（依搭配）","med","Jeg reiser med familien min. / Hun skriver navnet med en blå penn. / Jeg skal reise med familien.","我和家人一起旅行。 / 她用一支蓝色钢笔写下名字。 / 我会和家人一起旅行。","","日常陪伴、工具和方式介词；暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/med","2026-09-24"
"A1候选；Bokmålsordboka 冠词用法核对","ei","ei","单词","限定词","A1","冠词与名词","不定冠词“一/一位”（阴性名词前；也可用 en）","ei","Hun lånte ei bok på biblioteket. / Det står ei jente utenfor døra.","她在图书馆借了一本书。 / 门外站着一个女孩。","","初级名词短语中常见的阴性不定冠词变体，暂标 A1","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/ei","2026-09-24"
